TAZID,AREATYPE,CO_TAZID,CO_FIPS,SUBAREAID,TOTAL_P,TOTAL_A,TOTPER_P,TOTPER_A,TOTEXT_P,TOTEXT_A,TOTTRK_P,TOTTRK_A,TOTTRKIX_P,TOTTRKIX_A,TOTTRKXI_P,TOTTRKXI_A,HBW_P,HBW_A,HBSHP_P,HBSHP_A,HBOTH_P,HBOTH_A,HBSCHPR_P,HBSCHPR_A,HBSCHSC_P,HBSCHSC_A,NHBW_P,NHBW_A,NHBNW_P,NHBNW_A,HBC_P,HBC_A,TTUNIQUE_P,TTUNIQUE_A,IX_P,IX_A,XI_P,XI_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,IX_MD_P,IX_MD_A,IX_HV_P,IX_HV_A,XI_MD_P,XI_MD_A,XI_HV_P,XI_HV_A
3338,1,491122,49,1,115.4,45.6,109.0,39.4,0.6,0.3,5.6,5.6,0.2,0.0,0.0,0.2,18.0,0.0,10.9,0.0,63.7,34.9,5.9,0.0,6.1,0.0,1.0,1.0,3.6,3.5,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3,1.5,1.5,3.8,3.7,0.4,0.4,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3339,1,491123,49,1,217.6,113.4,202.2,95.5,1.1,0.8,16.9,16.7,0.4,0.0,0.0,0.5,37.9,0.0,20.0,0.0,114.2,83.2,6.6,0.0,6.9,0.0,3.0,2.9,9.6,9.4,1.0,0.0,3.0,0.0,1.1,0.0,0.0,0.8,5.1,5.0,9.7,9.5,2.2,2.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.3
3340,1,491124,49,1,65.9,34.6,64.6,30.4,0.3,0.3,3.8,3.7,0.2,0.0,0.0,0.2,11.7,0.0,6.3,0.0,36.7,27.1,1.8,0.0,1.9,0.0,0.7,0.7,2.6,2.6,0.0,0.0,3.0,0.0,0.3,0.0,0.0,0.3,1.0,1.0,2.6,2.5,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3341,1,491125,49,1,129.2,50.5,121.9,43.7,0.6,0.3,6.5,6.3,0.2,0.0,0.0,0.2,20.1,0.0,11.9,0.0,71.3,38.5,6.6,0.0,6.9,0.0,1.1,1.1,4.1,4.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3,1.7,1.6,4.3,4.2,0.5,0.5,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3342,1,491126,49,1,146.5,56.0,140.4,48.3,0.6,0.4,7.4,7.0,0.2,0.0,0.0,0.2,22.5,0.0,13.3,0.0,81.3,42.6,7.2,0.0,7.5,0.0,1.2,1.2,4.4,4.5,1.0,0.0,2.0,0.0,0.6,0.0,0.0,0.4,2.0,2.0,4.8,4.5,0.6,0.6,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3343,1,491127,49,1,115.1,45.7,108.6,39.5,0.6,0.3,5.8,5.6,0.2,0.0,0.0,0.2,18.0,0.0,10.8,0.0,63.4,35.0,5.8,0.0,6.0,0.0,1.0,0.9,3.6,3.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3,1.6,1.5,3.8,3.7,0.4,0.4,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3344,1,491128,49,1,385.3,485.1,330.6,428.0,1.3,4.1,52.3,51.2,1.1,0.0,0.0,1.9,40.1,49.0,23.5,62.9,142.6,223.4,13.6,0.0,14.0,0.0,26.2,25.3,69.7,67.5,1.0,0.0,0.0,0.0,1.3,0.0,0.0,4.1,13.6,13.2,27.1,26.4,11.7,11.5,0.4,0.0,0.7,0.0,0.0,0.8,0.0,1.1
3345,1,491129,49,1,274.1,196.7,246.1,168.7,1.3,1.5,26.2,25.6,0.6,0.0,0.0,0.9,43.8,10.2,23.1,16.4,128.9,109.6,7.8,0.0,8.0,0.0,8.3,8.0,25.0,24.6,1.0,0.0,0.0,0.0,1.3,0.0,0.0,1.5,7.5,7.2,13.9,13.7,4.8,4.6,0.3,0.0,0.3,0.0,0.0,0.5,0.0,0.4
3346,1,491130,49,1,160.0,86.0,146.9,73.0,0.8,0.6,12.2,11.9,0.2,0.0,0.0,0.5,28.3,0.0,15.2,0.0,83.2,63.8,4.8,0.0,5.1,0.0,2.1,2.1,7.1,7.2,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6,3.5,3.5,7.2,7.1,1.4,1.3,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.3
3347,1,491131,49,1,298.3,524.4,244.8,468.0,0.9,3.9,51.5,50.7,1.1,0.0,0.0,1.8,29.4,52.1,15.6,63.4,88.7,224.3,5.6,0.0,5.9,32.5,27.2,26.1,71.4,69.6,1.0,0.0,0.0,0.0,0.9,0.0,0.0,3.9,13.2,13.0,26.6,26.2,11.6,11.5,0.5,0.0,0.7,0.0,0.0,0.7,0.0,1.1
3348,1,491132,49,1,140.3,61.6,132.4,54.0,0.6,0.5,7.2,6.9,0.1,0.0,0.0,0.2,22.2,6.3,12.5,0.0,77.6,42.0,7.2,0.0,7.4,0.0,1.2,1.2,4.3,4.5,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.5,1.9,1.9,4.6,4.4,0.7,0.6,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3349,1,491133,49,1,5.4,3.9,5.2,3.7,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.0,3.1,3.6,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3350,1,491134,49,1,72.3,36.2,68.9,32.8,0.3,0.3,2.9,2.9,0.1,0.0,0.0,0.2,11.6,7.1,6.8,0.0,40.6,23.0,3.6,0.0,3.7,0.0,0.5,0.5,2.1,2.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.8,0.8,2.0,1.9,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1
3351,1,491135,49,1,93.7,34.6,89.2,30.3,0.4,0.3,3.9,3.8,0.2,0.0,0.0,0.2,14.1,0.0,8.7,0.0,52.6,26.9,5.1,0.0,5.4,0.0,0.7,0.7,2.6,2.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,1.1,1.1,2.5,2.5,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3352,1,491136,49,1,291.8,288.1,263.7,253.0,1.1,2.4,32.4,31.6,0.7,0.0,0.0,1.2,33.6,46.6,19.9,16.6,124.4,134.0,10.9,0.0,11.3,0.0,20.4,19.6,37.2,36.1,0.0,0.0,6.0,0.0,1.1,0.0,0.0,2.4,8.3,8.1,17.1,16.7,6.9,6.8,0.3,0.0,0.5,0.0,0.0,0.5,0.0,0.7
3353,1,491137,49,1,139.3,74.4,130.1,63.5,0.7,0.5,10.3,10.0,0.2,0.0,0.0,0.3,25.0,0.0,13.0,0.0,73.8,55.7,4.0,0.0,4.3,0.0,1.8,1.7,6.2,6.0,0.0,0.0,2.0,0.0,0.7,0.0,0.0,0.5,2.9,2.9,6.3,6.1,1.1,1.1,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.1
3354,1,491138,49,1,188.6,97.3,174.7,82.7,0.9,0.7,13.7,13.5,0.3,0.0,0.0,0.5,32.8,0.0,17.6,0.0,99.1,72.0,6.1,0.0,6.4,0.0,2.6,2.5,8.1,8.1,1.0,0.0,1.0,0.0,0.9,0.0,0.0,0.7,4.0,3.9,8.1,8.0,1.7,1.6,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.3
3355,1,491139,49,1,218.4,115.0,200.1,97.2,1.2,0.8,16.8,16.5,0.4,0.0,0.0,0.5,38.2,0.0,20.4,0.0,113.5,84.6,7.0,0.0,7.3,0.0,3.1,3.0,9.7,9.6,1.0,0.0,0.0,0.0,1.2,0.0,0.0,0.8,5.0,4.8,9.6,9.4,2.2,2.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.3
3356,1,491140,49,1,96.2,34.5,101.7,30.2,0.4,0.2,3.9,3.8,0.2,0.0,0.0,0.2,13.7,0.0,8.1,0.0,57.9,27.1,4.3,0.0,4.6,0.0,0.7,0.6,2.5,2.5,0.0,0.0,10.0,0.0,0.4,0.0,0.0,0.2,1.1,1.1,2.7,2.5,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3357,1,491141,49,1,129.7,51.6,122.2,44.6,0.7,0.3,6.6,6.4,0.2,0.0,0.0,0.2,20.3,0.2,12.0,0.0,71.3,39.2,6.6,0.0,6.9,0.0,1.1,1.1,4.1,4.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,1.7,1.7,4.3,4.1,0.6,0.5,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3358,1,491142,49,1,247.8,97.2,232.3,82.3,1.3,0.7,14.0,13.8,0.3,0.0,0.0,0.5,37.8,0.0,22.6,0.0,134.7,71.9,12.6,0.0,13.0,0.0,2.4,2.4,8.1,8.0,1.0,0.0,0.0,0.0,1.3,0.0,0.0,0.7,4.1,4.0,8.1,8.0,1.8,1.8,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.3
3359,1,491143,49,1,311.3,138.2,289.6,117.4,1.6,1.0,19.8,19.1,0.4,0.0,0.0,0.6,46.4,2.4,27.5,4.1,164.7,92.7,15.4,0.0,15.8,0.0,4.7,4.5,14.2,13.8,1.0,0.0,0.0,0.0,1.6,0.0,0.0,1.0,5.7,5.5,11.0,10.7,3.1,3.0,0.2,0.0,0.2,0.0,0.0,0.3,0.0,0.3
3360,1,491144,49,1,94.0,46.8,87.5,40.4,0.5,0.4,5.9,5.8,0.2,0.0,0.0,0.2,16.3,0.0,8.8,0.0,50.7,35.7,3.4,0.0,3.6,0.0,1.0,1.0,3.7,3.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,1.6,1.7,3.8,3.6,0.5,0.5,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3361,1,491145,49,1,148.1,80.9,135.8,68.9,0.9,0.6,11.3,11.0,0.2,0.0,0.0,0.3,26.4,0.0,13.9,0.0,77.6,60.4,4.6,0.0,4.8,0.0,2.0,2.0,6.6,6.5,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.6,3.2,3.1,6.8,6.6,1.3,1.2,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.1
3362,1,491146,49,1,63.7,35.6,59.2,31.2,0.4,0.3,4.0,3.9,0.2,0.0,0.0,0.2,11.7,0.0,6.3,0.0,33.9,27.7,1.8,0.0,1.9,0.0,0.8,0.8,2.7,2.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,1.1,1.1,2.6,2.5,0.2,0.3,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3363,1,491147,49,1,70.6,35.8,66.0,31.2,0.4,0.3,4.1,4.0,0.2,0.0,0.0,0.3,12.4,0.0,6.8,0.0,38.3,27.7,2.5,0.0,2.6,0.0,0.7,0.7,2.7,2.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,1.2,1.2,2.7,2.5,0.3,0.3,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3364,1,491148,49,1,541.5,489.9,454.9,400.5,1.8,3.5,86.2,83.4,1.7,0.0,0.0,2.5,64.4,182.0,35.3,1.3,206.7,167.0,15.0,0.0,15.3,0.0,19.4,18.6,32.9,31.6,63.0,0.0,3.0,0.0,1.8,0.0,0.0,3.5,22.8,22.0,44.4,42.7,19.0,18.7,0.7,0.0,1.0,0.0,0.0,1.0,0.0,1.5
3365,1,491149,49,1,116.6,162.0,100.6,144.4,0.4,1.3,16.3,15.8,0.3,0.0,0.0,0.6,12.9,18.9,7.1,22.2,43.3,74.2,3.2,0.0,3.4,0.0,8.1,7.9,21.6,21.2,0.0,0.0,1.0,0.0,0.4,0.0,0.0,1.3,3.8,3.7,8.9,8.7,3.5,3.4,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.4
3366,1,491150,49,1,225.2,108.9,208.7,92.0,1.1,0.8,16.1,15.7,0.3,0.0,0.0,0.5,38.3,1.0,20.5,0.0,120.4,79.5,8.3,0.0,8.6,0.0,2.8,2.8,8.9,8.8,0.0,0.0,1.0,0.0,1.1,0.0,0.0,0.8,4.7,4.6,9.0,8.8,2.3,2.3,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.3
3367,1,491151,49,1,138.6,68.7,128.6,58.8,0.7,0.5,9.2,9.0,0.2,0.0,0.0,0.3,24.2,0.0,13.0,0.0,74.3,51.7,4.9,0.0,5.1,0.0,1.5,1.5,5.5,5.6,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.5,2.5,2.5,5.7,5.5,1.0,1.0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.1
3368,1,491152,49,1,141.4,68.8,131.2,58.9,0.7,0.5,9.4,9.1,0.2,0.0,0.0,0.3,24.4,0.0,13.3,0.0,75.8,51.7,5.1,0.0,5.3,0.0,1.6,1.6,5.7,5.6,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.5,2.7,2.6,5.8,5.5,1.0,1.0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.1
3369,1,491153,49,1,181.2,89.5,167.5,76.1,1.0,0.7,12.4,12.2,0.3,0.0,0.0,0.5,30.4,0.1,17.3,0.0,95.9,66.9,6.7,0.0,7.0,0.0,2.2,2.1,7.2,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,3.4,3.4,7.4,7.3,1.5,1.4,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.3
3370,1,491154,49,1,167.4,138.9,150.2,121.6,0.9,1.1,16.0,15.7,0.4,0.0,0.0,0.5,24.6,8.8,13.5,13.1,77.5,77.0,5.4,0.0,5.7,0.0,6.0,5.9,17.4,16.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1.1,4.2,4.1,9.0,8.8,2.7,2.7,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.3
3371,1,491155,49,1,76.5,34.8,72.1,30.5,0.4,0.2,3.8,3.8,0.2,0.0,0.0,0.2,12.9,0.0,7.1,0.0,42.4,27.3,3.2,0.0,3.4,0.0,0.7,0.7,2.5,2.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,1.0,1.0,2.7,2.6,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3372,1,491156,49,1,305.0,145.6,281.4,122.4,1.7,1.1,21.7,21.3,0.4,0.0,0.0,0.8,49.4,0.0,27.7,0.0,156.3,106.6,11.1,0.0,11.6,0.0,4.1,3.9,12.3,11.9,9.0,0.0,0.0,0.0,1.7,0.0,0.0,1.1,6.5,6.3,12.0,11.7,3.3,3.3,0.2,0.0,0.2,0.0,0.0,0.4,0.0,0.5
3373,1,491157,49,1,338.4,180.8,312.3,153.9,1.7,1.5,25.1,24.5,0.5,0.0,0.0,0.8,50.3,5.0,28.5,8.8,160.2,115.5,11.4,0.0,11.6,0.0,6.3,6.2,19.0,18.5,24.0,0.0,1.0,0.0,1.7,0.0,0.0,1.5,7.3,7.1,13.5,13.3,4.4,4.2,0.3,0.0,0.2,0.0,0.0,0.4,0.0,0.5
3374,1,491158,49,1,137.5,163.5,117.9,143.3,0.6,1.3,18.7,18.3,0.4,0.0,0.0,0.8,18.3,17.2,10.4,12.8,57.0,89.3,3.8,0.0,4.0,0.0,7.1,6.8,17.2,17.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.3,4.6,4.5,10.2,10.0,3.8,3.8,0.2,0.0,0.2,0.0,0.0,0.3,0.0,0.4
3375,1,491159,49,1,68.5,42.5,65.2,38.1,0.4,0.4,3.8,3.7,0.2,0.0,0.0,0.3,12.0,6.7,6.6,0.0,37.5,28.0,2.2,0.0,2.3,0.0,0.8,0.8,2.7,2.7,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.4,1.1,1.1,2.5,2.4,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3376,1,491160,49,1,199.5,98.7,184.2,83.8,1.1,0.8,13.8,13.6,0.3,0.0,0.0,0.6,33.8,0.0,18.9,0.0,105.9,73.2,7.4,0.0,7.6,0.0,2.5,2.5,8.2,8.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.8,4.1,4.0,8.1,8.0,1.7,1.6,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.3
3377,1,491161,49,1,166.9,365.8,130.9,326.0,0.4,3.3,35.8,35.0,0.9,0.0,0.0,1.6,11.9,40.5,6.5,50.8,36.0,165.7,2.0,0.0,2.1,0.0,20.0,19.1,51.4,50.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,3.3,8.7,8.4,18.6,18.3,8.4,8.4,0.4,0.0,0.5,0.0,0.0,0.6,0.0,1.0
3378,1,491162,49,1,39.2,18.8,37.5,17.0,0.2,0.1,1.6,1.6,0.0,0.0,0.0,0.0,6.8,0.0,3.8,0.0,22.2,15.3,1.4,0.0,1.7,0.0,0.3,0.3,1.3,1.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.5,0.5,1.0,1.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3379,1,491163,49,1,5.2,3.9,5.1,3.9,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.0,2.9,3.6,0.1,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3380,1,491164,49,1,32.1,13.5,31.0,12.5,0.2,0.1,0.9,0.9,0.0,0.0,0.0,0.0,5.4,0.0,3.1,0.0,18.5,11.5,1.4,0.0,1.6,0.0,0.2,0.2,0.8,0.9,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.3,0.3,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3381,1,491165,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3382,1,491166,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3383,1,491167,49,1,40.2,19.4,38.5,17.9,0.2,0.2,1.4,1.4,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,22.6,16.1,1.5,0.0,1.7,0.0,0.3,0.4,1.5,1.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.5,0.5,0.9,0.9,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3384,1,491168,49,1,99.4,47.8,92.7,41.5,0.6,0.4,5.8,5.7,0.2,0.0,0.0,0.3,16.7,0.0,9.4,0.0,53.9,36.6,3.9,0.0,4.1,0.0,1.1,1.1,3.7,3.7,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,1.7,1.7,3.8,3.6,0.4,0.4,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.2
3385,1,491169,49,1,57.0,30.2,53.6,26.8,0.4,0.3,3.0,2.9,0.1,0.0,0.0,0.3,10.2,0.0,5.7,0.0,31.1,23.9,1.8,0.0,1.9,0.0,0.6,0.6,2.3,2.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.9,0.8,2.0,1.9,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1
3386,1,491170,49,1,34.5,14.1,34.3,13.1,0.3,0.1,1.0,1.0,0.0,0.0,0.0,0.0,5.4,0.0,3.3,0.0,20.2,11.9,1.6,0.0,1.6,0.0,0.2,0.2,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.1,0.4,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3387,1,491171,49,1,813.3,389.3,746.3,325.0,4.0,2.7,62.2,59.9,1.1,0.0,0.0,1.8,136.0,0.5,74.4,0.0,426.2,279.8,31.3,0.0,31.8,0.0,12.8,12.1,33.7,32.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.7,19.1,18.4,32.7,31.3,10.5,10.2,0.5,0.0,0.6,0.0,0.0,0.8,0.0,0.9
3388,1,491172,49,1,215.7,102.2,199.3,86.7,1.1,0.7,15.0,14.4,0.3,0.0,0.0,0.5,36.4,0.0,19.6,0.0,115.4,75.8,8.4,0.0,8.5,0.0,2.7,2.6,8.4,8.3,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.7,4.3,4.2,8.5,8.1,2.1,2.1,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.3
3389,1,491173,49,1,55.3,30.7,51.9,27.2,0.3,0.2,3.0,3.0,0.1,0.0,0.0,0.2,10.1,0.8,5.4,0.0,30.3,23.7,1.7,0.0,1.8,0.0,0.5,0.5,2.1,2.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.8,0.8,2.1,2.1,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1
3390,1,491174,49,1,76.8,35.4,72.3,31.1,0.4,0.2,3.9,3.9,0.2,0.0,0.0,0.2,12.8,0.0,7.2,0.0,42.4,27.8,3.2,0.0,3.5,0.0,0.6,0.7,2.6,2.7,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,1.0,1.1,2.6,2.5,0.3,0.3,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3391,1,491175,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3392,1,491176,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3393,1,491177,49,1,154.9,70.9,144.6,60.8,0.9,0.6,9.4,9.2,0.2,0.0,0.0,0.4,25.4,0.0,14.4,0.0,83.3,53.5,6.4,0.0,6.7,0.0,1.7,1.7,5.7,5.6,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.6,2.7,2.7,5.7,5.5,1.0,1.0,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.2
3394,2,491178,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3395,1,491179,49,1,122.5,57.4,114.4,49.7,0.7,0.5,7.3,7.1,0.2,0.0,0.0,0.2,20.6,0.0,11.3,0.0,66.7,43.8,4.8,0.0,5.1,0.0,1.3,1.3,4.5,4.5,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.5,2.1,2.1,4.5,4.3,0.7,0.7,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3396,1,491180,49,1,66.0,35.7,61.5,31.4,0.3,0.3,3.9,3.8,0.2,0.0,0.0,0.2,11.8,0.0,6.3,0.0,35.8,28.1,2.1,0.0,2.3,0.0,0.7,0.7,2.6,2.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,1.0,1.1,2.7,2.5,0.3,0.3,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3397,1,491181,49,1,186.3,94.0,171.8,79.8,1.0,0.8,13.3,12.9,0.3,0.0,0.0,0.5,31.9,0.0,17.3,0.0,98.9,69.9,6.7,0.0,7.0,0.0,2.4,2.3,7.5,7.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,3.8,3.7,7.7,7.5,1.8,1.7,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.3
3398,1,491182,49,1,90.9,42.3,85.3,36.9,0.5,0.4,5.0,4.8,0.2,0.0,0.0,0.2,15.2,0.0,8.6,0.0,49.8,32.7,3.7,0.0,4.0,0.0,0.8,0.9,3.2,3.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,1.3,1.4,3.3,3.0,0.4,0.4,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1
3399,1,491183,49,1,40.3,19.8,38.5,18.1,0.2,0.2,1.6,1.6,0.0,0.0,0.0,0.0,6.9,0.0,4.0,0.0,22.4,16.2,1.6,0.0,1.7,0.0,0.4,0.4,1.5,1.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.5,0.6,0.9,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,2,491184,49,1,5.9,4.3,5.7,4.1,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.1,0.0,0.8,0.0,3.2,3.8,0.2,0.0,0.2,0.0,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3401,1,491185,49,1,47.7,25.1,45.1,22.4,0.2,0.2,2.4,2.4,0.0,0.0,0.0,0.1,8.5,0.0,4.7,0.0,26.2,20.0,1.6,0.0,1.8,0.0,0.5,0.5,1.8,1.9,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.8,0.8,1.5,1.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
3402,1,491186,49,1,40.1,19.6,38.2,17.8,0.2,0.2,1.7,1.7,0.0,0.0,0.0,0.0,6.8,0.0,4.0,0.0,22.4,16.0,1.5,0.0,1.7,0.0,0.4,0.4,1.4,1.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.6,0.6,1.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3403,1,491187,49,1,168.2,82.4,155.8,70.3,1.0,0.7,11.4,11.1,0.2,0.0,0.0,0.4,28.1,0.0,16.1,0.0,89.8,61.7,6.5,0.0,6.7,0.0,2.1,2.1,6.5,6.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,3.2,3.3,6.8,6.4,1.4,1.4,0.1,0.0,0.1,0.0,0.0,0.2,0.0,0.1
